Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Primo Tours,Chrome 61.0.3163.100,,2017-10-26 16:09:12,2017-10-26 16:09:53,"41,589s",PASSED
,,,,,,
Test Cases/PrimoTours - place a booking with no payment,Chrome 61.0.3163.100,,2017-10-26 16:09:12,2017-10-26 16:09:52,"39,839s",PASSED
openBrowser,Chrome 61.0.3163.100,,2017-10-26 16:09:13,2017-10-26 16:09:18,"4,590s",PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-10-26 16:09:18,2017-10-26 16:09:22,"4,497s",PASSED
waitForElementClickable,Chrome 61.0.3163.100,,2017-10-26 16:09:22,2017-10-26 16:09:22,"0,179s",PASSED
click,Chrome 61.0.3163.100,,2017-10-26 16:09:22,2017-10-26 16:09:23,"0,234s",PASSED
click,Chrome 61.0.3163.100,,2017-10-26 16:09:23,2017-10-26 16:09:26,"3,206s",PASSED
click,Chrome 61.0.3163.100,,2017-10-26 16:09:26,2017-10-26 16:09:29,"2,826s",PASSED
waitForElementClickable,Chrome 61.0.3163.100,,2017-10-26 16:09:29,2017-10-26 16:09:29,"0,001s",NOT_RUN
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:09:29,2017-10-26 16:09:32,"3,026s",PASSED
click,Chrome 61.0.3163.100,,2017-10-26 16:09:32,2017-10-26 16:09:35,"3,482s",PASSED
switchToWindowTitle,Chrome 61.0.3163.100,,2017-10-26 16:09:35,2017-10-26 16:09:39,"3,780s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:09:39,2017-10-26 16:09:40,"1,089s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:09:40,2017-10-26 16:09:40,"0,404s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:09:40,2017-10-26 16:09:41,"0,485s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:09:41,2017-10-26 16:09:41,"0,448s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:09:41,2017-10-26 16:09:42,"0,727s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:09:42,2017-10-26 16:09:42,"0,429s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:09:42,2017-10-26 16:09:44,"1,928s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:09:44,2017-10-26 16:09:45,"0,860s",PASSED
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:09:45,2017-10-26 16:09:45,"0,106s",PASSED
waitForElementClickable,Chrome 61.0.3163.100,,2017-10-26 16:09:45,2017-10-26 16:09:46,"0,169s",PASSED
waitForElementVisible,Chrome 61.0.3163.100,,2017-10-26 16:09:46,2017-10-26 16:09:46,"0,161s",PASSED
click,Chrome 61.0.3163.100,,2017-10-26 16:09:46,2017-10-26 16:09:46,"0,213s",PASSED
waitForElementPresent,Chrome 61.0.3163.100,,2017-10-26 16:09:46,2017-10-26 16:09:48,"1,886s",PASSED
click,Chrome 61.0.3163.100,,2017-10-26 16:09:48,2017-10-26 16:09:49,"0,852s",PASSED
click,Chrome 61.0.3163.100,Select default travel insurance\r\n,2017-10-26 16:09:49,2017-10-26 16:09:49,"0,531s",PASSED
click,Chrome 61.0.3163.100,Click on individual pax insurance selection checkbox,2017-10-26 16:09:49,2017-10-26 16:09:49,"0,001s",NOT_RUN
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:09:49,2017-10-26 16:09:49,"0,001s",NOT_RUN
click,Chrome 61.0.3163.100,,2017-10-26 16:09:49,2017-10-26 16:09:49,"0,001s",NOT_RUN
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:09:49,2017-10-26 16:09:49,"0,200s",PASSED
waitForElementVisible,Chrome 61.0.3163.100,,2017-10-26 16:09:49,2017-10-26 16:09:50,"0,220s",PASSED
click,Chrome 61.0.3163.100,Click on individual pax insurance selection checkbox,2017-10-26 16:09:50,2017-10-26 16:09:50,"0,291s",PASSED
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:09:50,2017-10-26 16:09:50,"0,178s",PASSED
click,Chrome 61.0.3163.100,"Click on first product category \""Individual choices\"" radio button",2017-10-26 16:09:50,2017-10-26 16:09:50,"0,407s",PASSED
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:09:50,2017-10-26 16:09:51,"0,190s",PASSED
click,Chrome 61.0.3163.100,"Click on first product category \""Yes please\"" checkbox, so all passengers get default product in category",2017-10-26 16:09:51,2017-10-26 16:09:51,"0,536s",PASSED
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:09:51,2017-10-26 16:09:51,"0,001s",NOT_RUN
scrollToElement,Chrome 61.0.3163.100,Scroll to Accept terms checkbox LABEL,2017-10-26 16:09:51,2017-10-26 16:09:51,"0,001s",NOT_RUN
click,Chrome 61.0.3163.100,Click on to Accept terms checkbox LABEL,2017-10-26 16:09:51,2017-10-26 16:09:51,"0,002s",NOT_RUN
scrollToElement,Chrome 61.0.3163.100,Scroll to Accept terms checkbox ,2017-10-26 16:09:51,2017-10-26 16:09:51,"0,171s",PASSED
click,Chrome 61.0.3163.100,Click on to Accept terms checkbox ,2017-10-26 16:09:51,2017-10-26 16:09:52,"0,194s",PASSED
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:09:52,2017-10-26 16:09:52,"0,208s",PASSED
waitForElementClickable,Chrome 61.0.3163.100,,2017-10-26 16:09:52,2017-10-26 16:09:52,"0,178s",PASSED
click,Chrome 61.0.3163.100,Click on save booking.,2017-10-26 16:09:52,2017-10-26 16:09:52,"0,001s",NOT_RUN
closeBrowser,Chrome 61.0.3163.100,,2017-10-26 16:09:52,2017-10-26 16:09:52,"0,000s",NOT_RUN
