Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Primo Tours,Chrome 61.0.3163.100,,2017-10-26 16:05:18,2017-10-26 16:06:01,"42,925s",PASSED
,,,,,,
Test Cases/PrimoTours - place a booking with no payment,Chrome 61.0.3163.100,,2017-10-26 16:05:19,2017-10-26 16:06:00,"40,978s",PASSED
openBrowser,Chrome 61.0.3163.100,,2017-10-26 16:05:20,2017-10-26 16:05:24,"4,450s",PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-10-26 16:05:24,2017-10-26 16:05:29,"4,576s",PASSED
waitForElementClickable,Chrome 61.0.3163.100,,2017-10-26 16:05:29,2017-10-26 16:05:29,"0,260s",PASSED
click,Chrome 61.0.3163.100,,2017-10-26 16:05:29,2017-10-26 16:05:29,"0,226s",PASSED
click,Chrome 61.0.3163.100,,2017-10-26 16:05:29,2017-10-26 16:05:33,"3,395s",PASSED
click,Chrome 61.0.3163.100,,2017-10-26 16:05:33,2017-10-26 16:05:36,"2,904s",PASSED
waitForElementClickable,Chrome 61.0.3163.100,,2017-10-26 16:05:36,2017-10-26 16:05:36,"0,002s",NOT_RUN
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:05:36,2017-10-26 16:05:39,"3,057s",PASSED
click,Chrome 61.0.3163.100,,2017-10-26 16:05:39,2017-10-26 16:05:42,"3,211s",PASSED
switchToWindowTitle,Chrome 61.0.3163.100,,2017-10-26 16:05:42,2017-10-26 16:05:46,"4,231s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:05:46,2017-10-26 16:05:47,"0,708s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:05:47,2017-10-26 16:05:47,"0,602s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:05:47,2017-10-26 16:05:48,"0,543s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:05:48,2017-10-26 16:05:48,"0,467s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:05:48,2017-10-26 16:05:49,"0,893s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:05:49,2017-10-26 16:05:51,"1,384s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:05:51,2017-10-26 16:05:52,"1,122s",PASSED
setText,Chrome 61.0.3163.100,,2017-10-26 16:05:52,2017-10-26 16:05:53,"0,922s",PASSED
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:05:53,2017-10-26 16:05:53,"0,059s",PASSED
waitForElementClickable,Chrome 61.0.3163.100,,2017-10-26 16:05:53,2017-10-26 16:05:53,"0,097s",PASSED
waitForElementVisible,Chrome 61.0.3163.100,,2017-10-26 16:05:53,2017-10-26 16:05:53,"0,141s",PASSED
click,Chrome 61.0.3163.100,,2017-10-26 16:05:53,2017-10-26 16:05:53,"0,176s",PASSED
waitForElementPresent,Chrome 61.0.3163.100,,2017-10-26 16:05:53,2017-10-26 16:05:55,"2,056s",PASSED
click,Chrome 61.0.3163.100,,2017-10-26 16:05:55,2017-10-26 16:05:56,"0,841s",PASSED
click,Chrome 61.0.3163.100,Select default travel insurance\r\n,2017-10-26 16:05:56,2017-10-26 16:05:57,"0,553s",PASSED
click,Chrome 61.0.3163.100,Click on individual pax insurance selection checkbox,2017-10-26 16:05:57,2017-10-26 16:05:57,"0,001s",NOT_RUN
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:05:57,2017-10-26 16:05:57,"0,001s",NOT_RUN
click,Chrome 61.0.3163.100,,2017-10-26 16:05:57,2017-10-26 16:05:57,"0,001s",NOT_RUN
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:05:57,2017-10-26 16:05:57,"0,233s",PASSED
waitForElementVisible,Chrome 61.0.3163.100,,2017-10-26 16:05:57,2017-10-26 16:05:57,"0,274s",PASSED
click,Chrome 61.0.3163.100,Click on individual pax insurance selection checkbox,2017-10-26 16:05:57,2017-10-26 16:05:58,"0,285s",PASSED
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:05:58,2017-10-26 16:05:58,"0,072s",PASSED
click,Chrome 61.0.3163.100,"Click on first product category \""Individual choices\"" radio button",2017-10-26 16:05:58,2017-10-26 16:05:58,"0,524s",PASSED
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:05:58,2017-10-26 16:05:58,"0,184s",PASSED
click,Chrome 61.0.3163.100,"Click on first product category \""Yes please\"" checkbox, so all passengers get default product in category",2017-10-26 16:05:58,2017-10-26 16:05:59,"0,470s",PASSED
scrollToElement,Chrome 61.0.3163.100,,2017-10-26 16:05:59,2017-10-26 16:05:59,"0,002s",NOT_RUN
scrollToElement,Chrome 61.0.3163.100,Scroll to Accept terms checkbox LABEL,2017-10-26 16:05:59,2017-10-26 16:05:59,"0,001s",NOT_RUN
click,Chrome 61.0.3163.100,Click on to Accept terms checkbox LABEL,2017-10-26 16:05:59,2017-10-26 16:05:59,"0,001s",NOT_RUN
scrollToElement,Chrome 61.0.3163.100,Scroll to Accept terms checkbox ,2017-10-26 16:05:59,2017-10-26 16:05:59,"0,160s",PASSED
click,Chrome 61.0.3163.100,Click on to Accept terms checkbox ,2017-10-26 16:05:59,2017-10-26 16:05:59,"0,188s",PASSED
