Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Primo WB booking,Chrome 62.0.3202.75,,2017-10-30 13:14:00,2017-10-30 13:14:17,"17,093s",PASSED
,,,,,,
Test Cases/Main Test Cases/TC2_Verify Successful Appointment,Chrome 62.0.3202.75,Verify if users can book an appointment sucessfully.\nPre-condition: Users have already logged in\n\nSteps:\n- Fill in appoinment's information\n- Click on appointment's button\n\nExpected results:\nAppointment Confirmation page is displayed,2017-10-30 13:14:00,2017-10-30 13:14:17,"16,683s",PASSED
comment,Chrome 62.0.3202.75,,2017-10-30 13:14:01,2017-10-30 13:14:01,"0,113s",PASSED
comment,Chrome 62.0.3202.75,,2017-10-30 13:14:01,2017-10-30 13:14:01,"0,013s",PASSED
openBrowser,Chrome 62.0.3202.75,,2017-10-30 13:14:01,2017-10-30 13:14:07,"6,350s",PASSED
callTestCase,Chrome 62.0.3202.75,,2017-10-30 13:14:07,2017-10-30 13:14:11,"3,907s",PASSED
comment,Chrome 62.0.3202.75,,2017-10-30 13:14:11,2017-10-30 13:14:11,"0,004s",PASSED
Statement - If (true),Chrome 62.0.3202.75,,2017-10-30 13:14:11,2017-10-30 13:14:14,"2,200s",PASSED
comment,Chrome 62.0.3202.75,,2017-10-30 13:14:14,2017-10-30 13:14:14,"0,009s",PASSED
click,Chrome 62.0.3202.75,,2017-10-30 13:14:14,2017-10-30 13:14:15,"0,989s",PASSED
verifyTextPresent,Chrome 62.0.3202.75,,2017-10-30 13:14:15,2017-10-30 13:14:15,"0,188s",PASSED
comment,Chrome 62.0.3202.75,,2017-10-30 13:14:15,2017-10-30 13:14:15,"0,002s",PASSED
Statement - If (true),Chrome 62.0.3202.75,,2017-10-30 13:14:15,2017-10-30 13:14:15,"0,573s",PASSED
closeBrowser,Chrome 62.0.3202.75,,2017-10-30 13:14:15,2017-10-30 13:14:17,"1,367s",PASSED
