Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Primo WB booking,Chrome 62.0.3202.75,,2017-10-30 10:08:51,2017-10-30 10:09:43,"51,921s",PASSED
,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login,Chrome 62.0.3202.75,Verify if users can login successful. \n\nSteps:\n- Click on 'Book Appointment' button to login\n- Input username and password\n- Click on 'Login' button\n\nExpected result:\n'Appointment' section is displayed after successful login,2017-10-30 10:08:52,2017-10-30 10:09:06,"14,386s",PASSED
comment,Chrome 62.0.3202.75,,2017-10-30 10:08:53,2017-10-30 10:08:53,"0,242s",PASSED
comment,Chrome 62.0.3202.75,,2017-10-30 10:08:53,2017-10-30 10:08:53,"0,004s",PASSED
openBrowser,Chrome 62.0.3202.75,,2017-10-30 10:08:53,2017-10-30 10:09:00,"7,296s",PASSED
click,Chrome 62.0.3202.75,,2017-10-30 10:09:00,2017-10-30 10:09:02,"1,242s",PASSED
setText,Chrome 62.0.3202.75,,2017-10-30 10:09:02,2017-10-30 10:09:03,"0,776s",PASSED
setText,Chrome 62.0.3202.75,,2017-10-30 10:09:03,2017-10-30 10:09:03,"0,852s",PASSED
comment,Chrome 62.0.3202.75,,2017-10-30 10:09:03,2017-10-30 10:09:03,"0,003s",PASSED
click,Chrome 62.0.3202.75,,2017-10-30 10:09:03,2017-10-30 10:09:05,"1,151s",PASSED
comment,Chrome 62.0.3202.75,,2017-10-30 10:09:05,2017-10-30 10:09:05,"0,001s",PASSED
"Statement - landingPage = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_CuraAppointment/div_Appointment), G_Timeout)",Chrome 62.0.3202.75,,2017-10-30 10:09:05,2017-10-30 10:09:05,"0,083s",PASSED
closeBrowser,Chrome 62.0.3202.75,,2017-10-30 10:09:05,2017-10-30 10:09:06,"1,493s",PASSED
,,,,,,
Test Cases/WB Primo - place booking,Chrome 62.0.3202.75,,2017-10-30 10:09:06,2017-10-30 10:09:30,"23,530s",PASSED
openBrowser,Chrome 62.0.3202.75,,2017-10-30 10:09:07,2017-10-30 10:09:09,"2,380s",PASSED
maximizeWindow,Chrome 62.0.3202.75,,2017-10-30 10:09:09,2017-10-30 10:09:10,"1,335s",PASSED
navigateToUrl,Chrome 62.0.3202.75,,2017-10-30 10:09:10,2017-10-30 10:09:15,"4,735s",PASSED
setText,Chrome 62.0.3202.75,,2017-10-30 10:09:15,2017-10-30 10:09:16,"0,542s",PASSED
setText,Chrome 62.0.3202.75,,2017-10-30 10:09:16,2017-10-30 10:09:16,"0,416s",PASSED
setText,Chrome 62.0.3202.75,,2017-10-30 10:09:16,2017-10-30 10:09:17,"1,144s",PASSED
setText,Chrome 62.0.3202.75,,2017-10-30 10:09:17,2017-10-30 10:09:18,"0,478s",PASSED
setText,Chrome 62.0.3202.75,,2017-10-30 10:09:18,2017-10-30 10:09:19,"1,277s",PASSED
setText,Chrome 62.0.3202.75,,2017-10-30 10:09:19,2017-10-30 10:09:19,"0,598s",PASSED
setText,Chrome 62.0.3202.75,,2017-10-30 10:09:19,2017-10-30 10:09:20,"1,020s",PASSED
setText,Chrome 62.0.3202.75,,2017-10-30 10:09:20,2017-10-30 10:09:21,"0,931s",PASSED
scrollToElement,Chrome 62.0.3202.75,,2017-10-30 10:09:21,2017-10-30 10:09:22,"0,160s",PASSED
click,Chrome 62.0.3202.75,"Done so that click on \""Next\"" button is possible for Mobile env.\r\nClick on total so Keyboard area gets closed.",2017-10-30 10:09:22,2017-10-30 10:09:22,"0,216s",PASSED
scrollToElement,Chrome 62.0.3202.75,,2017-10-30 10:09:22,2017-10-30 10:09:22,"0,195s",PASSED
waitForElementClickable,Chrome 62.0.3202.75,,2017-10-30 10:09:22,2017-10-30 10:09:22,"0,192s",PASSED
waitForElementVisible,Chrome 62.0.3202.75,,2017-10-30 10:09:22,2017-10-30 10:09:22,"0,114s",PASSED
scrollToElement,Chrome 62.0.3202.75,,2017-10-30 10:09:22,2017-10-30 10:09:22,"0,106s",PASSED
click,Chrome 62.0.3202.75,,2017-10-30 10:09:22,2017-10-30 10:09:24,"1,487s",PASSED
waitForElementPresent,Chrome 62.0.3202.75,,2017-10-30 10:09:24,2017-10-30 10:09:25,"0,833s",PASSED
click,Chrome 62.0.3202.75,,2017-10-30 10:09:25,2017-10-30 10:09:26,"0,828s",PASSED
click,Chrome 62.0.3202.75,Select default travel insurance\r\n,2017-10-30 10:09:26,2017-10-30 10:09:26,"0,507s",PASSED
click,Chrome 62.0.3202.75,Click on individual pax insurance selection checkbox,2017-10-30 10:09:26,2017-10-30 10:09:26,"0,001s",NOT_RUN
scrollToElement,Chrome 62.0.3202.75,,2017-10-30 10:09:26,2017-10-30 10:09:26,"0,001s",NOT_RUN
click,Chrome 62.0.3202.75,,2017-10-30 10:09:26,2017-10-30 10:09:26,"0,001s",NOT_RUN
scrollToElement,Chrome 62.0.3202.75,,2017-10-30 10:09:26,2017-10-30 10:09:26,"0,165s",PASSED
waitForElementVisible,Chrome 62.0.3202.75,,2017-10-30 10:09:26,2017-10-30 10:09:27,"0,457s",PASSED
