Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WB Primo From Excel URLs,Chrome 62.0.3202.94,,2017-12-04 15:57:31,2017-12-04 16:06:31,"9m - 0,694s",FAILED
,,,,,,
Test Cases/PrimoTours/WB Primo/WB Primo staging - place booking - Iteration 1,Chrome 62.0.3202.94,"Purpose of the test:\n- place bookings with no payment (no LMS) in various scenarios\n\t- pax distribution in room\n\t- multiple room numbers in booking\n\t- multiple room types in booking\n\t- various price types: normal, discount\n\t- various period durations I1, I2",2017-12-04 15:57:31,2017-12-04 15:58:09,"38,232s",PASSED
openBrowser,Chrome 62.0.3202.94,,2017-12-04 15:57:32,2017-12-04 15:57:36,"3,991s",PASSED
maximizeWindow,Chrome 62.0.3202.94,,2017-12-04 15:57:36,2017-12-04 15:57:37,"1,183s",PASSED
navigateToUrl,Chrome 62.0.3202.94,,2017-12-04 15:57:37,2017-12-04 15:57:40,"2,097s",PASSED
"Statement - excelInfo = [""fname"":"""", ""lname"":"""", ""pgender"":"""", ""pday"":"""", ""pmonth"":"""", ""pyear"":""""]",Chrome 62.0.3202.94,,2017-12-04 15:57:40,2017-12-04 15:57:40,"0,001s",PASSED
"Statement - rawData = com.kms.katalon.core.testdata.TestDataFactory.findTestData(""Data Files/WB_Primo/Passenger_details"")",Chrome 62.0.3202.94,,2017-12-04 15:57:40,2017-12-04 15:57:40,"0,905s",PASSED
Statement - excelRowNo = rawData.getRowNumbers(),Chrome 62.0.3202.94,,2017-12-04 15:57:40,2017-12-04 15:57:40,"0,015s",PASSED
Statement - randomPaxIndex = java.lang.Math.abs(new java.util.Random().nextInt() % excelRowNo) + 1,Chrome 62.0.3202.94,,2017-12-04 15:57:40,2017-12-04 15:57:41,"0,019s",PASSED
"Statement - fname = rawData.getValue(""FirstName"", randomPaxIndex)",Chrome 62.0.3202.94,,2017-12-04 15:57:41,2017-12-04 15:57:41,"0,022s",PASSED
"Statement - lname = rawData.getValue(""LastName"", randomPaxIndex)",Chrome 62.0.3202.94,,2017-12-04 15:57:41,2017-12-04 15:57:41,"0,001s",PASSED
"Statement - pgender = rawData.getValue(""Gender"", randomPaxIndex)",Chrome 62.0.3202.94,,2017-12-04 15:57:41,2017-12-04 15:57:41,"0,000s",PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 15:57:41,2017-12-04 15:57:41,"0,908s",PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 15:57:41,2017-12-04 15:57:42,"0,377s",PASSED
click,Chrome 62.0.3202.94,,2017-12-04 15:57:42,2017-12-04 15:57:42,"0,201s",PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 15:57:42,2017-12-04 15:57:44,"1,546s",PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 15:57:44,2017-12-04 15:57:44,"0,620s",PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 15:57:44,2017-12-04 15:57:45,"0,770s",PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 15:57:45,2017-12-04 15:57:45,"0,290s",PASSED
waitForElementClickable,Chrome 62.0.3202.94,,2017-12-04 15:57:45,2017-12-04 15:57:45,"0,157s",PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 62.0.3202.94,,2017-12-04 15:57:45,2017-12-04 15:57:45,"0,008s",PASSED
"Statement - roomContainerXpath = ""id(""roomAndStaticOptionsContainer"")/div[@class=""row""]/div[@class=""col-md-12 roomContainer""]""",Chrome 62.0.3202.94,,2017-12-04 15:57:45,2017-12-04 15:57:45,"0,000s",PASSED
Statement - roomsCount = driver.findElements(org.openqa.selenium.By.xpath(roomContainerXpath)).size(),Chrome 62.0.3202.94,,2017-12-04 15:57:45,2017-12-04 15:57:45,"0,050s",PASSED
"Statement - println(""roomsCount="" + roomsCount)",Chrome 62.0.3202.94,,2017-12-04 15:57:45,2017-12-04 15:57:45,"0,003s",PASSED
"Statement - For ([i = 1, i <= roomsCount, (i++)])",Chrome 62.0.3202.94,,2017-12-04 15:57:45,2017-12-04 15:57:47,"1,139s",PASSED
scrollToElement,Chrome 62.0.3202.94,,2017-12-04 15:57:47,2017-12-04 15:57:47,"0,139s",PASSED
click,Chrome 62.0.3202.94,"Done so that click on \""Next\"" button is possible for Mobile env.\r\nClick on total so Keyboard area gets closed.",2017-12-04 15:57:47,2017-12-04 15:57:47,"0,176s",PASSED
scrollToElement,Chrome 62.0.3202.94,,2017-12-04 15:57:47,2017-12-04 15:57:47,"0,069s",PASSED
waitForElementClickable,Chrome 62.0.3202.94,,2017-12-04 15:57:47,2017-12-04 15:57:47,"0,052s",PASSED
waitForElementVisible,Chrome 62.0.3202.94,,2017-12-04 15:57:47,2017-12-04 15:57:47,"0,088s",PASSED
scrollToElement,Chrome 62.0.3202.94,,2017-12-04 15:57:47,2017-12-04 15:57:47,"0,051s",PASSED
click,Chrome 62.0.3202.94,,2017-12-04 15:57:47,2017-12-04 15:57:47,"0,200s",PASSED
delay,Chrome 62.0.3202.94,,2017-12-04 15:57:47,2017-12-04 15:57:50,"3,024s",PASSED
waitForElementNotVisible,Chrome 62.0.3202.94,Wait for page loader to dissapear before making verifications,2017-12-04 15:57:50,2017-12-04 15:57:50,"0,088s",PASSED
scrollToElement,Chrome 62.0.3202.94,,2017-12-04 15:57:50,2017-12-04 15:57:51,"0,041s",PASSED
waitForElementPresent,Chrome 62.0.3202.94,,2017-12-04 15:57:51,2017-12-04 15:57:51,"0,030s",PASSED
