Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WB Primo From Excel URLs,Chrome 62.0.3202.94,,2017-11-24 19:24:03,2017-11-24 19:24:30,"27,025s",PASSED
,,,,,,
Test Cases/PrimoTours/WB Primo/WB Primo staging - place booking,Chrome 62.0.3202.94,,2017-11-24 19:24:04,2017-11-24 19:24:29,"25,595s",PASSED
openBrowser,Chrome 62.0.3202.94,,2017-11-24 19:24:05,2017-11-24 19:24:09,"4,203s",PASSED
maximizeWindow,Chrome 62.0.3202.94,,2017-11-24 19:24:09,2017-11-24 19:24:10,"1,193s",PASSED
navigateToUrl,Chrome 62.0.3202.94,,2017-11-24 19:24:10,2017-11-24 19:24:14,"3,346s",PASSED
setText,Chrome 62.0.3202.94,,2017-11-24 19:24:14,2017-11-24 19:24:14,"0,662s",PASSED
setText,Chrome 62.0.3202.94,,2017-11-24 19:24:14,2017-11-24 19:24:15,"0,755s",PASSED
setText,Chrome 62.0.3202.94,,2017-11-24 19:24:15,2017-11-24 19:24:16,"0,498s",PASSED
setText,Chrome 62.0.3202.94,,2017-11-24 19:24:16,2017-11-24 19:24:16,"0,331s",PASSED
setText,Chrome 62.0.3202.94,,2017-11-24 19:24:16,2017-11-24 19:24:17,"1,307s",PASSED
setText,Chrome 62.0.3202.94,,2017-11-24 19:24:17,2017-11-24 19:24:18,"0,577s",PASSED
waitForElementClickable,Chrome 62.0.3202.94,,2017-11-24 19:24:18,2017-11-24 19:24:18,"0,183s",PASSED
"Statement - excelInfo = [""fname"":"""", ""lname"":"""", ""pgender"":"""", ""pday"":"""", ""pmonth"":"""", ""pyear"":""""]",Chrome 62.0.3202.94,,2017-11-24 19:24:18,2017-11-24 19:24:18,"0,000s",PASSED
"Statement - rawData = com.kms.katalon.core.testdata.TestDataFactory.findTestData(""Data Files/WB_Primo/Passenger_details"")",Chrome 62.0.3202.94,,2017-11-24 19:24:18,2017-11-24 19:24:22,"4,321s",PASSED
Statement - excelRowNo = rawData.getRowNumbers(),Chrome 62.0.3202.94,,2017-11-24 19:24:22,2017-11-24 19:24:22,"0,015s",PASSED
Statement - randomPaxIndex = 1,Chrome 62.0.3202.94,,2017-11-24 19:24:22,2017-11-24 19:24:22,"0,000s",PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 62.0.3202.94,,2017-11-24 19:24:22,2017-11-24 19:24:22,"0,014s",PASSED
"Statement - roomContainerXpath = ""id(""booking"")/div[@class=""wrapper second-bg""]/div[contains(@class,""container-mx"")]/div[@class=""row""]/div[@class=""col-md-12 roomContainer""]""",Chrome 62.0.3202.94,,2017-11-24 19:24:22,2017-11-24 19:24:22,"0,002s",PASSED
Statement - roomsCount = driver.findElements(org.openqa.selenium.By.xpath(roomContainerXpath)).size(),Chrome 62.0.3202.94,,2017-11-24 19:24:22,2017-11-24 19:24:23,"0,116s",PASSED
"Statement - println(""roomsCount="" + roomsCount)",Chrome 62.0.3202.94,,2017-11-24 19:24:23,2017-11-24 19:24:23,"0,000s",PASSED
"Statement - For ([i = 1, i <= roomsCount, (i++)])",Chrome 62.0.3202.94,,2017-11-24 19:24:23,2017-11-24 19:24:24,"1,174s",PASSED
scrollToElement,Chrome 62.0.3202.94,,2017-11-24 19:24:24,2017-11-24 19:24:24,"0,120s",PASSED
click,Chrome 62.0.3202.94,"Done so that click on \""Next\"" button is possible for Mobile env.\r\nClick on total so Keyboard area gets closed.",2017-11-24 19:24:24,2017-11-24 19:24:24,"0,231s",PASSED
scrollToElement,Chrome 62.0.3202.94,,2017-11-24 19:24:24,2017-11-24 19:24:24,"0,077s",PASSED
waitForElementClickable,Chrome 62.0.3202.94,,2017-11-24 19:24:24,2017-11-24 19:24:24,"0,096s",PASSED
waitForElementVisible,Chrome 62.0.3202.94,,2017-11-24 19:24:24,2017-11-24 19:24:24,"0,100s",PASSED
scrollToElement,Chrome 62.0.3202.94,,2017-11-24 19:24:24,2017-11-24 19:24:25,"0,130s",PASSED
click,Chrome 62.0.3202.94,,2017-11-24 19:24:25,2017-11-24 19:24:25,"0,207s",PASSED
waitForElementPresent,Chrome 62.0.3202.94,,2017-11-24 19:24:25,2017-11-24 19:24:26,"1,178s",PASSED
waitForElementVisible,Chrome 62.0.3202.94,,2017-11-24 19:24:26,2017-11-24 19:24:27,"0,658s",PASSED
waitForElementClickable,Chrome 62.0.3202.94,,2017-11-24 19:24:27,2017-11-24 19:24:27,"0,066s",PASSED
click,Chrome 62.0.3202.94,,2017-11-24 19:24:27,2017-11-24 19:24:27,"0,183s",PASSED
click,Chrome 62.0.3202.94,Select default travel insurance\r\n,2017-11-24 19:24:27,2017-11-24 19:24:27,"0,208s",PASSED
click,Chrome 62.0.3202.94,Click on individual pax insurance selection checkbox,2017-11-24 19:24:27,2017-11-24 19:24:27,"0,001s",NOT_RUN
scrollToElement,Chrome 62.0.3202.94,,2017-11-24 19:24:27,2017-11-24 19:24:27,"0,000s",NOT_RUN
